Catalyst,Ratio of CH4 in Feed,Reaction Temperature,Ni Loading,Reaction Time,Pore Size,Pore Volume,Surface Area,H2-TPR Peak Temperature,Ni Particle Size,Ni Dispersion,Modifier Electronegativity,GHSV,CH4 Conversion,CO2 Conversion,Syngas_Ratio,Paper no.
Ce-NHS-SiO2-S,0.5000,750.0000,9.0000,25.0000,10.8500,0.3700,143.8800,680.0000,2.5000,,1.1200,120000.0000,44.6000,48.0000,0.4700,2022-11
NHS-SCS0.1-S,0.5000,750.0000,9.0000,0.5000,8.4300,0.2700,130.7100,680.0000,4.6000,,0.0000,24000.0000,94.0000,89.0000,0.8600,2022-11
NHS-SCS0.3-S,0.5000,750.0000,9.0000,0.5000,7.3000,0.3000,120.5700,667.0000,4.8000,,0.0000,24000.0000,84.0000,71.0000,0.7400,2022-11
NHS-SCS0.6-S,0.5000,750.0000,9.0000,0.5000,7.3900,0.2300,116.7800,630.0000,4.8000,,0.0000,24000.0000,78.0000,61.0000,0.5700,2022-11
NHS-MSS-As-.3,0.5000,750.0000,9.0000,0.5000,5.5300,0.2400,140.4600,665.0000,6.8000,,0.0000,24000.0000,94.0000,89.0000,0.8900,2022-11
NHS-MSS-A,0.5000,750.0000,9.0000,0.5000,6.6000,0.2200,107.4900,775.0000,5.8000,,0.0000,24000.0000,94.0000,89.0000,0.8500,2022-11
Ni/ATP,0.2000,700.0000,10.0000,4.0000,11.1300,0.3800,121.0300,578.0000,13.2000,,0.0000,40000.0000,41.0000,48.0000,0.8100,2022-12
Ni1Mn/ATP,0.2000,700.0000,10.0000,4.0000,10.0200,0.3600,128.8700,570.0000,13.8000,,0.8200,40000.0000,44.0000,48.0000,0.7800,2022-12
Ni3Mn/ATP,0.2000,700.0000,10.0000,4.0000,10.0300,0.3300,114.9200,563.0000,12.5000,,0.8200,40000.0000,49.0000,73.0000,0.8600,2022-12
Ni5Mn/ATP,0.2000,700.0000,10.0000,4.0000,12.3800,0.4000,109.9500,560.0000,15.8000,,0.8200,40000.0000,41.0000,59.0000,0.7800,2022-12
Ni/SiO2,0.1500,650.0000,10.0000,24.0000,2.8000,0.2100,519.0000,733.0000,15.0000,,0.0000,60000.0000,45.0000,71.0000,0.7000,2022-14
Ni/TiSiO2gr,0.1500,650.0000,10.0000,24.0000,3.9000,0.2300,346.0000,622.0000,24.0000,,0.0000,60000.0000,48.0000,59.0000,0.7000,2022-14
Ni/TiSiO2sg,0.1500,650.0000,10.0000,24.0000,6.9000,0.3200,347.0000,660.0000,23.0000,,0.0000,60000.0000,65.0000,54.0000,0.8000,2022-14
Ni/ZrSiO2gr,0.1500,650.0000,10.0000,24.0000,4.0000,0.2100,310.0000,733.0000,16.0000,,0.0000,60000.0000,44.0000,57.0000,0.7000,2022-14
Ni/ZrSiO2sg,0.1500,650.0000,10.0000,24.0000,10.9000,0.3000,222.0000,622.0000,21.0000,,0.0000,60000.0000,38.0000,53.0000,0.7000,2022-14
Ni/BN,0.5000,750.0000,4.4100,20.0000,15.6000,0.0300,7.9000,610.0000,48.6000,0.5500,0.0000,25000.0000,62.0000,69.0000,0.8600,2022-15
Ni-AlO/BN,0.5000,750.0000,4.5200,20.0000,15.7000,0.0470,12.7000,800.0000,17.6000,1.2000,0.0000,25000.0000,79.0000,84.0000,0.8600,2022-15
B(3)-Ni/MA,0.2000,600.0000,13.8400,4.1000,15.5000,0.3500,75.0000,347.0000,7.4000,,2.0400,300000.0000,17.0000,29.5310,0.5450,2022-16
CeNi0.9Zr0.1O3,0.4290,700.0000,19.7000,7.0000,12.1200,0.0310,9.3500,345.0000,9.4400,,0.0000,42000.0000,75.7100,86.8600,1.0200,2022-17
La0.6Ce0.4Ni0.9Zr0.01Y0.09O3,0.4290,700.0000,19.7000,7.0000,22.4300,0.0110,2.6400,389.0000,5.6800,,0.0000,42000.0000,82.5450,88.6820,1.0500,2022-17
11NiO/MgO-PWAC,0.5000,700.0000,11.0000,10.0000,3.3000,0.1740,208.0000,552.0000,3.0000,,0.0000,24000.0000,67.0000,76.4000,0.8300,2022-18
11NiO/MgO-PWAC,0.5000,750.0000,11.0000,10.0000,3.3000,0.1740,208.0000,552.0000,3.0000,,0.0000,24000.0000,79.0000,91.2000,0.8800,2022-18
11NiO/MgO-PWAC,0.5000,800.0000,11.0000,10.0000,3.3000,0.1740,208.0000,552.0000,3.0000,,0.0000,24000.0000,92.0000,94.0000,0.9300,2022-18
15%Ni/Al2O3 ,0.5000,700.0000,15.0000,24.0000,7.5000,0.3800,132.0000,565.0000,30.0000,2.8000,0.0000,30000.0000,58.4400,71.4300,0.8010,2022-22
15%Ni/Al2O3 ,0.5000,700.0000,15.0000,48.0000,7.5000,0.3800,132.0000,565.0000,30.0000,2.8000,0.0000,30000.0000,51.6000,64.0500,0.8100,2022-22
15%Ni/CeO2-Al2O3 ,0.5000,700.0000,15.0000,24.0000,7.1000,0.3200,125.0000,550.0000,32.0000,2.6000,0.0000,30000.0000,59.5740,74.4700,0.7900,2022-22
15%Ni/CeO2-Al2O3 ,0.5000,700.0000,15.0000,48.0000,7.1000,0.3200,125.0000,550.0000,32.0000,2.6000,0.0000,30000.0000,57.7000,72.4000,0.8000,2022-22
15%Ni/CeO2-Al2O3 ,0.5000,800.0000,15.0000,24.0000,7.1000,0.3200,125.0000,550.0000,32.0000,2.6000,0.0000,30000.0000,88.8900,97.0100,0.7740,2022-22
15%Ni/CeO2-Al2O3 ,0.5000,800.0000,15.0000,48.0000,7.1000,0.3200,125.0000,550.0000,32.0000,2.6000,0.0000,30000.0000,89.3200,93.5900,0.7610,2022-22
Ni/AL2O3,0.2000,550.0000,5.9100,0.5000,12.2000,0.4510,38.0000,498.0000,18.1500,5.5800,0.0000,24000.0000,7.5000,10.9700,0.6600,2022-24
Ni/AL2O3,0.2000,600.0000,5.9100,0.5000,3.7940,0.1350,38.0000,498.0000,18.1500,5.5800,0.0000,24000.0000,14.8000,19.9000,0.8200,2022-24
Ni/AL2O3,0.2000,650.0000,5.9100,0.5000,3.7940,0.1350,38.0000,498.0000,18.1500,5.5800,0.0000,24000.0000,23.8000,30.7000,0.8500,2022-24
Ni/AL2O3,0.2000,700.0000,5.9100,0.5000,3.7940,0.1350,38.0000,498.0000,18.1500,5.5800,0.0000,24000.0000,35.7000,45.4000,0.8600,2022-24
Ni /MgAl,0.2000,650.0000,10.0000,24.0000,16.0000,0.4000,71.0000,760.0000,12.5000,3.7000,0.0000,30000.0000,65.4720,46.1000,1.2900,2022-26
Ni /MgAl,0.2000,650.0000,10.0000,48.0000,16.0000,0.4000,71.0000,760.0000,12.5000,3.7000,0.0000,30000.0000,67.4300,32.7500,1.5000,2022-26
1K-Ni /MgAl,0.2000,650.0000,10.0000,24.0000,16.0000,0.4000,70.0000,770.0000,9.5000,3.4000,0.8200,30000.0000,57.7000,57.0000,1.2620,2022-26
1K-Ni /MgAl,0.2000,650.0000,10.0000,48.0000,16.0000,0.4000,70.0000,770.0000,9.5000,3.4000,0.8200,30000.0000,58.9600,57.1010,1.2800,2022-26
3K-Ni /MgAl,0.2000,650.0000,10.0000,24.0000,15.0000,0.3000,62.0000,462.0000,16.5000,0.5400,0.8200,30000.0000,39.4140,51.8800,0.7200,2022-26
3K-Ni /MgAl,0.2000,650.0000,10.0000,48.0000,15.0000,0.3000,62.0000,462.0000,16.5000,0.5400,0.8200,30000.0000,39.0880,48.9900,0.7900,2022-26
5K-Ni /MgAl,0.2000,650.0000,10.0000,24.0000,15.0000,0.3000,54.0000,465.0000,24.0000,0.5000,0.8200,30000.0000,35.8310,44.9300,0.5650,2022-26
5K-Ni /MgAl,0.2000,650.0000,10.0000,48.0000,15.0000,0.3000,54.0000,465.0000,24.0000,0.5000,0.8200,30000.0000,38.4360,47.2460,0.5500,2022-26
Ni/Pal-DP,0.3500,800.0000,7.1200,6.0000,13.6000,0.2300,62.1400,680.0000,5.6000,,0.0000,27000.0000,34.7280,49.7910,0.7440,2022-27
Ni/Pal-IM,0.3500,800.0000,7.1200,6.0000,15.2300,0.2200,52.9200,672.0000,10.2000,,0.0000,27000.0000,54.3930,55.6500,1.0000,2022-27
Ni/Pal-UIM,0.3500,800.0000,7.1200,6.0000,20.1600,0.2400,41.0200,668.0000,12.0000,,0.0000,27000.0000,59.8330,64.4350,1.0400,2022-27
Ni/Pal-HP,0.3500,800.0000,7.1200,6.0000,19.7600,0.3500,61.2900,698.0000,5.8000,,0.0000,27000.0000,38.0750,47.2800,0.8920,2022-27
Ni/Pal-UHP,0.3500,800.0000,7.1200,6.0000,22.6000,0.3500,62.2900,698.0000,5.6000,,0.0000,27000.0000,63.6000,70.7110,1.0300,2022-27
NY25Z75-ZrO2,0.5000,700.0000,5.2000,5.0000,28.1900,0.2100,23.9200,375.0000,10.6000,9.6000,0.0000,48000.0000,51.0000,56.0000,0.9000,2022-29
NY25Z75- Zr(OH)4 ,0.5000,700.0000,5.0000,5.0000,15.7700,0.1800,33.5900,368.0000,10.6000,9.6000,0.0000,48000.0000,57.0000,50.2000,0.8950,2022-29
NY25Z75- CP ,0.5000,700.0000,5.4000,5.0000,8.4100,0.1300,44.6600,385.0000,13.1000,7.8000,0.0000,48000.0000,27.8000,40.4000,0.6500,2022-29
Ni/mSiO2,0.1000,700.0000,4.0000,6.0000,6.0000,0.2540,333.4000,572.0000,7.9000,7.8000,0.0000,275000.0000,76.1100,76.7000,0.7330,2022-32
Ni/MgO-mSiO2,0.1000,700.0000,3.8000,6.0000,6.3000,0.2540,275.2000,831.5000,4.6000,12.3000,1.3100,275000.0000,81.9430,85.4300,0.7950,2022-32
Ni/CaO-mSiO2,0.1000,700.0000,4.1000,6.0000,5.9000,0.2540,315.0000,760.6700,5.4000,10.6000,1.0000,275000.0000,78.7000,82.6500,0.7540,2022-32
Ni/La2O3-mSiO2,0.1000,700.0000,4.0000,6.0000,6.0000,0.2540,289.2000,678.1000,5.7000,10.3000,1.1000,275000.0000,76.9710,81.2600,0.7400,2022-32
Ni/MgO-mSiO2,0.1000,700.0000,3.8000,40.0000,6.3000,0.2540,275.2000,831.5000,4.6000,12.3000,1.3100,275000.0000,82.3000,86.3300,0.8070,2022-32
Ni/MgO-mSiO2,0.1000,700.0000,3.8000,80.0000,6.3000,0.2540,275.2000,831.5000,4.6000,12.3000,1.3100,275000.0000,81.8400,85.3100,0.8200,2022-32
Ni/MgO-mSiO2,0.1000,700.0000,3.8000,120.0000,6.3000,0.2540,275.2000,831.5000,4.6000,12.3000,1.3100,275000.0000,81.6300,85.1000,0.8050,2022-32
Ni/Ce1,0.5000,800.0000,20.0000,1.3330,10.0200,0.2620,104.6300,355.3500,27.1300,,0.0000,120000.0000,24.3000,32.0000,0.4000,2022-33
Ni/Ce2,0.5000,800.0000,40.0000,2.3330,6.6000,0.1510,91.4800,304.6700,30.5200,,0.0000,120000.0000,54.9200,64.6000,0.7200,2022-33
Ni/Ce3,0.5000,800.0000,60.0000,2.3330,9.1400,0.1130,49.3600,350.6100,31.8800,,0.0000,120000.0000,50.3100,60.2000,0.6700,2022-33
Ni/Al2O3,0.5000,800.0000,4.7400,50.0000,6.8000,0.5200,137.0000,793.0000,13.5000,,0.0000,72000.0000,85.4000,88.9000,0.8200,2022-35
Ni/Al2O3,0.5000,700.0000,4.7400,50.0000,6.8000,0.5200,137.0000,793.0000,13.5000,,0.0000,72000.0000,51.2000,58.4000,0.6900,2022-35
Ni/Al2O3,0.5000,600.0000,4.7400,50.0000,6.8000,0.5200,137.0000,793.0000,13.5000,,0.0000,72000.0000,8.6000,16.6000,0.4800,2022-35
2ZrO-Ni/AL2O3,0.5000,800.0000,4.7000,50.0000,6.8000,0.5200,137.0000,760.0000,13.0500,,1.3300,72000.0000,87.8000,91.2000,0.8100,2022-35
2ZrO-Ni/AL2O3,0.5000,700.0000,4.7000,50.0000,6.8000,0.5200,137.0000,760.0000,13.0500,,1.3300,72000.0000,55.6000,71.5000,0.6700,2022-35
2ZrO-Ni/AL2O3,0.5000,600.0000,4.7000,50.0000,6.8000,0.5200,137.0000,760.0000,13.0500,,1.3300,72000.0000,11.6000,21.6000,0.5200,2022-35
5ZrO-Ni/AL2O3,0.5000,800.0000,4.7100,50.0000,6.8000,0.5200,137.0000,757.0000,12.6000,,1.3300,72000.0000,81.6000,94.0000,0.8600,2022-35
5ZrO-Ni/AL2O3,0.5000,700.0000,4.7100,50.0000,6.8000,0.5200,137.0000,757.0000,12.6000,,1.3300,72000.0000,76.7000,84.0000,0.7400,2022-35
5ZrO-Ni/AL2O3,0.5000,600.0000,4.7100,50.0000,6.8000,0.5200,137.0000,757.0000,12.6000,,1.3300,72000.0000,12.4000,22.2000,0.5100,2022-35
10ZrO-Ni/AL2O3,0.5000,800.0000,4.6600,50.0000,6.8000,0.5200,137.0000,764.0000,12.0000,,1.3300,72000.0000,84.2000,86.8000,0.8000,2022-35
10ZrO-Ni/AL2O3,0.5000,700.0000,4.6600,50.0000,6.8000,0.5200,137.0000,764.0000,12.0000,,1.3300,72000.0000,52.2000,73.8000,0.6700,2022-35
10ZrO-Ni/AL2O3,0.5000,600.0000,4.6600,50.0000,6.8000,0.5200,137.0000,764.0000,12.0000,,1.3300,72000.0000,12.5000,24.3000,0.4800,2022-35
Ni/AL2O3,0.3330,700.0000,9.5600,50.0000,13.3300,0.6600,156.0000,825.0000,9.4000,,0.0000,18000.0000,80.0000,87.0000,0.8900,2022-38
15Ni/ITQ-2,0.2000,700.0000,15.6000,12.0000,7.2700,0.5280,443.0000,630.0000,32.0000,3.0000,0.0000,30000.0000,77.0000,79.0000,0.8900,2022-51
15Ni/ITQ-2,0.2000,750.0000,15.6000,12.0000,7.2700,0.5280,443.0000,630.0000,32.0000,3.0000,0.0000,30000.0000,83.0000,84.0000,0.9500,2022-51
30Ni/ITQ-2,0.2000,700.0000,26.9000,12.0000,4.9420,0.5280,347.0000,412.0000,57.0000,5.0000,0.0000,30000.0000,71.0000,74.0000,0.9300,2022-51
5Ni/MCM-22,0.2000,700.0000,5.2000,12.0000,4.9420,0.5280,367.0000,571.0000,49.0000,2.0000,0.0000,30000.0000,66.0000,70.0000,0.8800,2022-51
15N/iMCM-22,0.2000,700.0000,14.2000,12.0000,7.2700,0.5280,298.0000,380.0000,49.0000,1.0000,0.0000,30000.0000,70.0000,74.0000,0.9100,2022-51
15N/iMCM-22,0.2000,750.0000,14.2000,12.0000,7.2700,0.5280,298.0000,380.0000,49.0000,1.0000,0.0000,30000.0000,63.0000,69.0000,0.8700,2022-51
30Ni/MCM-22,0.2000,700.0000,27.9000,12.0000,6.7800,0.4900,237.0000,416.0000,55.0000,2.0000,0.0000,30000.0000,63.0000,68.0000,0.9000,2022-51
MPt1,0.1200,700.0000,10.0000,50.0000,39.0000,0.4900,45.0000,654.0000,13.0000,,2.2800,96000.0000,83.0000,75.0000,0.8900,2022-52
MPt2,0.1200,700.0000,10.0000,50.0000,37.0000,0.4900,39.0000,643.0000,18.0000,,2.2800,96000.0000,82.5000,77.2000,0.9200,2022-52
MPt3,0.1200,700.0000,10.0000,50.0000,40.0000,0.4900,43.0000,641.0000,17.0000,,2.2800,96000.0000,85.5000,77.0000,0.9300,2022-52
MPt4,0.1200,700.0000,10.0000,50.0000,41.0000,0.4900,42.0000,591.0000,13.0000,,2.2800,96000.0000,85.0000,77.0000,0.9500,2022-52
NZH-c,0.5000,750.0000,9.6400,30.0000,11.0000,0.0370,8.4000,300.0000,16.0000,,0.0000,24000.0000,44.0000,54.0000,0.7600,2022-53
NZN-c,0.5000,750.0000,9.7200,30.0000,7.0000,0.0460,16.2000,550.0000,8.0000,,0.0000,24000.0000,50.0000,60.0000,0.7900,2022-53
NZO-c,0.5000,750.0000,9.8900,30.0000,9.0000,0.0530,15.8000,525.0000,12.0000,,0.0000,24000.0000,64.0000,73.0000,0.9000,2022-53
10Ni-MgAl2O4,0.3330,550.0000,10.0000,1.0000,8.7100,0.6100,282.3400,789.0000,4.8800,,0.0000,24000.0000,19.2000,42.0000,1.0700,2022-56
10Ni-3Fe-MgAl2O4,0.3330,550.0000,10.0000,1.0000,6.5300,0.4800,294.1500,785.0000,4.7100,,1.8300,24000.0000,26.3000,39.7000,0.9000,2022-56
10Ni-3La-MgAl2O4,0.3330,550.0000,10.0000,1.0000,6.7800,0.4900,288.9900,813.0000,4.6800,,1.1000,24000.0000,18.0000,40.0000,0.9240,2022-56
10Ni-3Zr-MgAl2O4,0.3330,550.0000,10.0000,1.0000,7.5700,0.5900,312.8600,786.0000,4.3300,,1.3300,24000.0000,19.0000,41.3000,0.9900,2022-56
10Ni-3Ce-MgAl2O4,0.3330,550.0000,10.0000,1.0000,7.7700,0.5600,291.5900,800.0000,4.5600,,1.1200,24000.0000,23.0000,40.0000,0.9100,2022-56
10Ni-3Ca-MgAl2O4,0.3330,550.0000,10.0000,1.0000,6.2600,0.4400,283.6100,788.0000,4.9400,,1.0000,24000.0000,19.9000,42.4000,0.9500,2022-56
10Ni-MgAl2O4,0.3330,600.0000,10.0000,1.0000,8.7100,0.6100,282.3400,789.0000,4.8800,,0.0000,24000.0000,26.7000,57.3000,1.1800,2022-56
10Ni-3Fe-MgAl2O4,0.3330,600.0000,10.0000,1.0000,6.5300,0.4800,294.1500,785.0000,4.7100,,1.8300,24000.0000,28.9000,54.5000,1.0800,2022-56
10Ni-3La-MgAl2O4,0.3330,600.0000,10.0000,1.0000,6.7800,0.4900,288.9900,813.0000,4.6800,,1.1000,24000.0000,24.0000,57.3000,1.0600,2022-56
10Ni-3Zr-MgAl2O4,0.3330,600.0000,10.0000,1.0000,7.5700,0.5900,312.8600,786.0000,4.3300,,1.3300,24000.0000,23.9000,56.0000,1.1100,2022-56
10Ni-3Ce-MgAl2O4,0.3330,600.0000,10.0000,1.0000,7.7700,0.5600,291.5900,800.0000,4.5600,,1.1200,24000.0000,32.9000,54.4000,1.0900,2022-56
10Ni-3Ca-MgAl2O4,0.3330,600.0000,10.0000,1.0000,6.2600,0.4400,283.6100,788.0000,4.9400,,1.0000,24000.0000,24.8000,54.8000,1.0600,2022-56
10Ni-MgAl2O4,0.3330,650.0000,10.0000,1.0000,8.7100,0.6100,282.3400,789.0000,4.8800,,0.0000,24000.0000,32.8000,72.3000,1.2500,2022-56
10Ni-3Fe-MgAl2O4,0.3330,650.0000,10.0000,1.0000,6.5300,0.4800,294.1500,785.0000,4.7100,,1.8300,24000.0000,35.5000,72.7000,1.2100,2022-56
10Ni-3La-MgAl2O4,0.3330,650.0000,10.0000,1.0000,6.7800,0.4900,288.9900,813.0000,4.6800,,1.1000,24000.0000,29.6300,73.5000,1.1500,2022-56
10Ni-3Zr-MgAl2O4,0.3330,650.0000,10.0000,1.0000,7.5700,0.5900,312.8600,786.0000,4.3300,,1.3300,24000.0000,29.6500,71.0000,1.1700,2022-56
10Ni-3Ce-MgAl2O4,0.3330,650.0000,10.0000,1.0000,7.7700,0.5600,291.5900,800.0000,4.5600,,1.1200,24000.0000,41.3000,70.5000,1.1500,2022-56
10Ni-3Ca-MgAl2O4,0.3330,650.0000,10.0000,1.0000,6.2600,0.4400,283.6100,788.0000,4.9400,,1.0000,24000.0000,30.8000,70.7000,1.1800,2022-56
10Ni-MgAl2O4,0.3330,700.0000,10.0000,1.0000,8.7100,0.6100,282.3400,789.0000,4.8800,,0.0000,24000.0000,37.8000,85.5000,1.3200,2022-56
10Ni-3Fe-MgAl2O4,0.3330,700.0000,10.0000,1.0000,6.5300,0.4800,294.1500,785.0000,4.7100,,1.8300,24000.0000,43.5000,86.2000,1.3300,2022-56
10Ni-3La-MgAl2O4,0.3330,700.0000,10.0000,1.0000,6.7800,0.4900,288.9900,813.0000,4.6800,,1.1000,24000.0000,34.5000,87.0000,1.2500,2022-56
10Ni-3Zr-MgAl2O4,0.3330,700.0000,10.0000,1.0000,7.5700,0.5900,312.8600,786.0000,4.3300,,1.3300,24000.0000,36.3000,85.3000,1.3000,2022-56
10Ni-3Ce-MgAl2O4,0.3330,700.0000,10.0000,1.0000,7.7700,0.5600,291.5900,800.0000,4.5600,,1.1200,24000.0000,48.6000,84.5000,1.2400,2022-56
10Ni-3Ca-MgAl2O4,0.3330,700.0000,10.0000,1.0000,6.2600,0.4400,283.6100,788.0000,4.9400,,1.0000,24000.0000,36.3000,84.4000,1.2400,2022-56
Ni/La0.9Ca0.1AlO2.95,0.2500,700.0000,0.5000,5.0000,8.9000,0.0400,15.0000,468.0000,2.3000,,0.0000,48000.0000,57.0000,72.1000,0.7900,2022-61
Ni/La0.9Ca0.1AlO2.95,0.2500,700.0000,2.5000,5.0000,8.9000,0.0400,23.6000,402.0000,4.7000,,0.0000,48000.0000,71.0000,82.4000,0.8500,2022-61
Ni/La0.9Ca0.1AlO2.95,0.2500,700.0000,10.0000,5.0000,8.9000,0.0400,21.2000,300.0000,4.5000,,0.0000,48000.0000,75.6000,85.4000,0.8600,2022-61
Ni/La0.9Ca0.1AlO2.95,0.2500,700.0000,2.5000,24.0000,8.9000,0.0400,23.6000,402.0000,4.7000,,0.0000,48000.0000,66.0000,80.0000,0.8300,2022-61
Ni/La0.9Ca0.1AlO2.95,0.2500,700.0000,10.0000,24.0000,8.9000,0.0400,21.2000,300.0000,4.5000,,0.0000,48000.0000,66.0000,80.0000,0.8200,2022-61
Ni/SBA-16-WI,0.3000,700.0000,10.0000,1.0000,3.1000,0.6300,675.0000,452.0000,9.0000,10.0000,0.0000,24000.0000,62.8000,73.1000,0.8200,2022-66
Ni/SBA-16-CA,0.3000,700.0000,10.0000,1.0000,3.5000,0.5700,693.0000,598.0000,8.0000,12.1000,0.0000,24000.0000,48.0000,57.1000,0.7600,2022-66
Ni/SBA-16-AE,0.3000,700.0000,10.0000,1.0000,4.0000,0.6900,301.0000,799.0000,6.0000,16.4000,0.0000,24000.0000,82.3000,87.3000,0.8800,2022-66
Ni/SBA-16-WI,0.3000,750.0000,10.0000,1.0000,3.1000,0.6300,675.0000,452.0000,9.0000,10.0000,0.0000,24000.0000,85.3000,90.8000,0.8900,2022-66
Ni/SBA-16-CA,0.3000,750.0000,10.0000,1.0000,3.5000,0.5700,693.0000,598.0000,8.0000,12.1000,0.0000,24000.0000,57.6000,66.7000,0.8000,2022-66
Ni/SBA-16-AE,0.3000,750.0000,10.0000,1.0000,4.0000,0.6900,301.0000,799.0000,6.0000,16.4000,0.0000,24000.0000,88.6000,92.7000,0.8900,2022-66
Ni/SBA-16-WI,0.3000,750.0000,10.0000,10.0000,3.1000,0.6300,675.0000,452.0000,9.0000,10.0000,0.0000,24000.0000,62.8000,73.1000,0.7800,2022-66
Ni/SBA-16-CA,0.3000,750.0000,10.0000,10.0000,3.5000,0.5700,693.0000,598.0000,8.0000,12.1000,0.0000,24000.0000,57.1000,48.0000,0.7700,2022-66
Ni/SBA-16-AE,0.3000,750.0000,10.0000,10.0000,4.0000,0.6900,301.0000,799.0000,6.0000,16.4000,0.0000,24000.0000,82.3000,87.3000,0.8460,2022-66
Ni/MgAl,0.5000,500.0000,9.4100,1.0000,74.0000,0.2500,13.9300,740.0000,6.0000,,0.0000,12000.0000,10.6000,16.6580,0.4800,2022-66
Sr-Ni/MgA,0.5000,500.0000,9.7700,1.0000,38.7000,0.1300,13.7200,362.0000,6.1000,15.9000,0.9500,12000.0000,15.1000,17.0000,0.4500,2022-66
Y-Ni/MgAl,0.5000,500.0000,9.6300,1.0000,13.3200,0.0060,1.9000,424.0000,7.5000,12.9000,1.2200,12000.0000,12.6000,27.0000,0.5100,2022-66
Ni/MgAl,0.5000,550.0000,9.4100,1.0000,74.0000,0.2500,13.9300,740.0000,6.0000,,0.0000,12000.0000,18.9000,24.5000,0.5700,2022-66
Sr-Ni/MgA,0.5000,550.0000,9.7700,1.0000,38.7000,0.1300,13.7200,362.0000,6.1000,15.9000,0.9500,12000.0000,21.4000,22.0000,0.5800,2022-66
Y-Ni/MgAl,0.5000,550.0000,9.6300,1.0000,13.3200,0.0060,1.9000,424.0000,7.5000,12.9000,1.2200,12000.0000,21.8000,34.9000,0.6800,2022-66
Ni/MgAl,0.5000,600.0000,9.4100,1.0000,74.0000,0.2500,13.9300,740.0000,6.0000,,0.0000,12000.0000,13.7000,36.5000,0.6500,2022-66
Sr-Ni/MgA,0.5000,600.0000,9.7700,1.0000,38.7000,0.1300,13.7200,362.0000,6.1000,15.9000,0.9500,12000.0000,27.3000,28.2000,0.6400,2022-66
Y-Ni/MgAl,0.5000,600.0000,9.6300,1.0000,13.3200,0.0060,1.9000,424.0000,7.5000,12.9000,1.2200,12000.0000,35.7000,65.1500,0.7900,2022-66
Ni/MgAl,0.5000,650.0000,9.4100,1.0000,74.0000,0.2500,13.9300,740.0000,6.0000,,0.0000,12000.0000,19.6320,49.8000,0.7300,2022-66
Sr-Ni/MgA,0.5000,650.0000,9.7700,1.0000,38.7000,0.1300,13.7200,362.0000,6.1000,15.9000,0.9500,12000.0000,47.0000,48.5000,0.8300,2022-66
Y-Ni/MgAl,0.5000,650.0000,9.6300,1.0000,13.3200,0.0060,1.9000,424.0000,7.5000,12.9000,1.2200,12000.0000,42.0000,68.1000,0.9200,2022-66
Ni/MgAl,0.5000,700.0000,9.4100,1.0000,74.0000,0.2500,13.9300,740.0000,6.0000,,0.0000,12000.0000,58.8000,66.8000,0.8200,2022-66
Sr-Ni/MgA,0.5000,700.0000,9.7700,1.0000,38.7000,0.1300,13.7200,362.0000,6.1000,15.9000,0.9500,12000.0000,71.2000,87.5500,0.9700,2022-66
Y-Ni/MgAl,0.5000,700.0000,9.6300,1.0000,13.3200,0.0060,1.9000,424.0000,7.5000,12.9000,1.2200,12000.0000,67.7000,89.2000,0.9400,2022-66
NiMgAlO,0.5000,750.0000,8.4600,14.0000,12.6000,0.0400,13.0000,835.0000,8.1000,,1.1400,48000.0000,42.6000,57.6000,0.7600,2022-67
Ni2.5NdMgAlO,0.5000,750.0000,8.2500,14.0000,14.0000,0.0600,24.0000,828.0000,8.2000,,1.1400,48000.0000,41.2000,52.0000,0.7500,2022-67
Ni5NdMgAlO,0.5000,750.0000,9.2500,14.0000,13.8000,0.2000,55.0000,813.0000,9.0000,,1.1400,48000.0000,45.8000,47.4000,0.7500,2022-67
Ni7.5NdMgAlO,0.5000,750.0000,9.0700,14.0000,12.9000,0.2200,63.0000,830.0000,8.1000,,1.1400,48000.0000,50.5000,60.9000,0.7900,2022-67
Ni10NdMgAlO,0.5000,750.0000,8.8000,3.0000,17.9000,0.2000,46.0000,852.0000,10.5000,,1.1400,48000.0000,46.3000,52.0000,0.7420,2022-67
Ni-MWW,0.4000,700.0000,3.6000,12.0000,6.7330,0.7200,500.0000,674.0000,9.0000,12.0000,0.0000,30000.0000,64.0000,76.0000,0.8600,2022-70
Ni-BEA-c,0.4000,700.0000,4.6000,12.0000,6.7330,0.7200,520.0000,575.0000,27.0000,3.7000,0.0000,30000.0000,74.0000,77.0000,0.9200,2022-70
Ni-BEA-c,0.4000,700.0000,4.6000,12.0000,6.7330,0.7200,520.0000,575.0000,27.0000,3.7000,0.0000,60000.0000,70.0000,76.0000,0.9000,2022-70
Ni/BEA,0.4000,700.0000,7.3000,12.0000,6.7330,0.7200,481.0000,740.0000,85.0000,1.4000,0.0000,30000.0000,56.0000,66.0000,0.8300,2022-70
Ni/γ-Al2O3,0.4000,700.0000,5.3000,12.0000,13.7690,0.3730,158.0000,680.0000,21.0000,4.8000,0.0000,30000.0000,57.0000,62.0000,0.8000,2022-70
Ni-MWW,0.4000,700.0000,3.6000,0.2000,6.7330,0.7200,500.0000,674.0000,9.0000,12.0000,0.0000,30000.0000,65.0000,77.0000,0.8700,2022-70
Ni-BEA-c,0.4000,700.0000,4.6000,0.2000,6.7330,0.7200,520.0000,575.0000,27.0000,3.7000,0.0000,30000.0000,76.0000,78.0000,0.9200,2022-70
